external_id;full_name;e_mail;mobile;pays;city;signup_at;status;consent_marketing;deleted_at;suppressed_until;brand_code;notes
CT-000385;Rachid Tazi;nancy.vermeulen.kil58900@vg-eval.test;+212 664942256;MA;Rabat;2026-04-12T23:46:16Z;active;Y;;;MARRAKECH;
CT-984472;Caroline Zahra;z5641@vg-eval.test;0712000000;ZZ;City;2026-02-01;active;true
CT-000294;Layla Tazi;sarah.wanjiru.mar294@vg-eval.test;+212 688327671;MA;Tanger;2026-01-20T21:55:08Z;active;true;;;MARRAKECH;
CT-000174;Omar Haddad;simon.mwangi.mar174@vg-eval.test;+212 647367669;MA;Marrakech;2026-03-16T08:08:46Z;active;yes;;;MARRAKECH;
CT-000602;Fatima Bennani;yassine.berrada.mar602@vg-eval.test;+212 608695754;MA;Rabat;2026-03-12T00:59:10Z;active;Y;;;MARRAKECH;

CT-000141;Rachid Bennani;nancy.nkosi.mar141@vg-eval.test;+212 637660774;MA;Casablanca;2026-02-27T07:56:32Z;active;f;;;MARRAKECH;
CT-000539;Layla Bennani;simon.vermeulen.mar539@vg-eval.test;+212 621537206;MA;Tanger;2026-04-01T05:09:58Z;active;f;;;MARRAKECH;
CT-000862;Layla Elidrissi;esther.zahra.mar862@vg-eval.test;+212 665760039;MA;Marrakech;2026-03-18T09:37:33Z;active;no;;;MARRAKECH;
CT-000745;Youssef Benali;mary.naidoo.mar745@vg-eval.test;+212 678792904;MA;Tanger;2026-03-17T05:28:46Z;active;0;;;MARRAKECH;
CT-000015;Layla Bennani;brian.naidoo.kil28801@vg-eval.test;+212 686632925;MA;Casablanca;2026-01-16T03:54:58Z;active;1;;;MARRAKECH;
CT-000387;Layla Bennani;zanele.haddad.mar387@vg-eval.test;+212 688281044;MA;Oujda;2026-04-08T17:47:44Z;active;Y;;;MARRAKECH;
CT-000122;Youssef Bennani;thandi.elidrissi.mar122@vg-eval.test;+212 643345928;MA;Casablanca;2026-04-17T14:42:58Z;active;FALSE;;;MARRAKECH;
CT-000562;Salma Elidrissi;rachid.zahra.mar562@vg-eval.test;+212 667002991;MA;Rabat;2026-03-14T17:34:14Z;active;Y;;;MARRAKECH;
CT-000717;Layla Benali;nomsa.njenga.mar717@vg-eval.test;+212 660301849;MA;Marrakech;2026-02-03T18:15:36Z;active;yes;;;MARRAKECH;
CT-000410;Fatima Benali;pieter.wanjiru.mar410@vg-eval.test;+212 646323064;MA;Meknes;2026-03-29T22:12:01Z;active;f;;;MARRAKECH;
CT-000083;Fatima Bennani;joan.haddad.kil4115@vg-eval.test;+212 646016226;MA;Tanger;2026-03-19T08:30:01Z;active;false;;;MARRAKECH;
CT-000753;Fatima Zahra;michael.wanjiru.mar753@vg-eval.test;+212 697211839;MA;Meknes;2026-03-27T00:21:22Z;active;false;;;MARRAKECH;
CT-000636;Rachid Haddad;john.elidrissi.kil65552@vg-eval.test;+212 656873013;MA;Meknes;2026-02-11T11:10:31Z;active;f;;;MARRAKECH;
CT-000530;Layla Elidrissi;peter.tazi.kil48775@vg-eval.test;+212 622580946;MA;Rabat;2026-02-23T19:57:32Z;active;TRUE;;;MARRAKECH;
CT-000605;Youssef Bennani;dennis.zahra.mar605@vg-eval.test;+212 639330898;MA;Casablanca;2026-01-31T08:26:44Z;active;0;;;MARRAKECH;
CT-000192;Omar Benali;michael.odhiambo.mar192@vg-eval.test;+212 650590199;MA;Meknes;2026-04-09T08:55:14Z;active;f;;;MARRAKECH;
CT-000342;Salma Bennani;david.benali.kil46056@vg-eval.test;+212 669294923;MA;Meknes;2026-01-17T13:36:55Z;active;false;;;MARRAKECH;
CT-980786;Karim Njenga;w2221@vg-eval.test;0712000000;ZZ;City;2026-02-01
CT-000608;Omar Benali;caroline.kiptoo.kil13798@vg-eval.test;+212 619097129;MA;Agadir;2026-03-15T03:59:15Z;active;true;;;MARRAKECH;
CT-000809;Omar Benali;mary.elidrissi.kil64582@vg-eval.test;+212 691704608;MA;Marrakech;2026-02-12T02:29:43Z;active;f;;;MARRAKECH;
CT-000351;Fatima Zahra;rachid.dlamini.mar351@vg-eval.test;+212 658834511;MA;Casablanca;2026-04-03T06:39:56Z;active;no;;;MARRAKECH;
CT-000185;Fatima Haddad;rachid.elidrissi.mar185@vg-eval.test;+212 677781658;MA;Casablanca;2026-03-28T18:22:37Z;active;1;;;MARRAKECH;
CT-000079;Youssef Benali;ann.achieng.mar79@vg-eval.test;+212 687182405;MA;Agadir;2026-01-06T15:43:39Z;active;0;;;MARRAKECH;
CT-000799;Fatima Haddad;salma.okoth.kil45051@vg-eval.test;+212 677170668;MA;Oujda;2026-02-16T20:45:17Z;active;0;;;MARRAKECH;
CT-000149;Fatima Tazi;lucy.barasa.kil30664@vg-eval.test;+212 630600524;MA;Meknes;2026-01-06T03:26:30Z;active;0;;;MARRAKECH;
CT-000696;Omar Elidrissi;david.njenga.kil32519@vg-eval.test;+212 658037159;MA;Rabat;2026-01-19T12:37:10Z;active;yes;;;MARRAKECH;
CT-000901;Rachid Haddad;amina.wafula.mar901@vg-eval.test;+212 646829468;MA;Oujda;2026-01-31T21:11:49Z;active;0;;;MARRAKECH;
CT-000890;Youssef Benali;salma.nkosi.mar890@vg-eval.test;+212 699742066;MA;Oujda;2026-01-20T20:24:44Z;active;TRUE;;;MARRAKECH;
CT-000811;Salma Bennani;alice.bennani.mar811@vg-eval.test;+212 641648766;MA;Fes;2026-02-07T13:59:14Z;active;1;;;MARRAKECH;
CT-000390;Youssef Benali;yassine.zahra.mar390@vg-eval.test;+212 600415360;MA;Meknes;2026-04-13T15:05:07Z;active;yes;;;MARRAKECH;
CT-000210;Fatima Elidrissi;yassine.mwangi.kil46330@vg-eval.test;+212 680862349;MA;Marrakech;2026-03-27T23:28:13Z;active;f;;;MARRAKECH;
CT-000335;Omar Zahra;alice.otieno.mar335@vg-eval.test;+212 618247078;MA;Casablanca;2026-01-01T23:35:20Z;active;0;;;MARRAKECH;
CT-000538;Omar Benali;faith.wafula.mar538@vg-eval.test;+212 680181565;MA;Oujda;2026-01-03T19:40:56Z;active;false;;;MARRAKECH;
CT-000901;Rachid Haddad;amina.wafula.mar901@vg-eval.test;+212 646829468;MA;Oujda;2026-01-31T21:11:49Z;active;0;;;MARRAKECH;
CT-000850;Rachid Tazi;george.achieng.mar850@vg-eval.test;+212 662403911;MA;Marrakech;2026-01-19T12:44:47Z;active;Y;;;MARRAKECH;
CT-000622;Salma Elidrissi;isaac.mwangi.mar622@vg-eval.test;+212 654778025;MA;Oujda;2026-02-05T04:12:06Z;active;no;;;MARRAKECH;
CT-000508;Salma Bennani;lerato.njoroge.mar508@vg-eval.test;+212 617309296;MA;Rabat;2026-03-26T16:25:03Z;active;FALSE;;;MARRAKECH;
CT-000029;Rachid Zahra;sarah.kiptoo.mar29@vg-eval.test;+212 699010099;MA;Tanger;2026-02-07T22:40:58Z;active;Y;;;MARRAKECH;
CT-000006;Rachid Bennani;salma.barasa.mar6@vg-eval.test;+212 631168114;MA;Casablanca;2026-04-01T02:35:13Z;active;TRUE;;;MARRAKECH;
CT-000068;Omar Benali;brian.kamau.mar68@vg-eval.test;+212 656741863;MA;Oujda;2026-02-09T22:33:44Z;active;1;;;MARRAKECH;
CT-000281;Fatima Haddad;amina.njenga.mar281@vg-eval.test;+212 656925358;MA;Tanger;2026-01-18T23:59:46Z;active;1;;;MARRAKECH;
CT-000345;Omar Elidrissi;layla.mutua.kil1948@vg-eval.test;+212 606977944;MA;Rabat;2026-03-21T10:42:19Z;active;0;;;MARRAKECH;
CT-000355;Omar Zahra;rachid.elidrissi.mar355@vg-eval.test;+212 671218404;MA;Fes;2026-03-14T23:29:15Z;active;no;;;MARRAKECH;
CT-000311;Rachid Haddad;yassine.barasa.mar311@vg-eval.test;+212 601467482;MA;Marrakech;2026-04-07T20:03:43Z;active;true;;;MARRAKECH;
CT-000518;Youssef Zahra;caroline.otieno.mar518@vg-eval.test;+212 601068103;MA;Fes;2026-03-19T16:19:29Z;active;no;;;MARRAKECH;
CT-000730;Omar Tazi;nancy.nkosi.kil53914@vg-eval.test;+212 658406006;MA;Casablanca;2026-03-18T08:35:25Z;active;Y;;;MARRAKECH;
CT-000023;Youssef Tazi;john.vermeulen.mar23@vg-eval.test;+212 650256513;MA;Meknes;2026-03-09T18:11:46Z;active;FALSE;;;MARRAKECH;
CT-000712;Fatima Zahra;caroline.wafula.mar712@vg-eval.test;+212 690611535;MA;Fes;2026-03-24T19:32:28Z;active;0;;;MARRAKECH;
CT-000333;Rachid Zahra;sarah.wafula.kil74988@vg-eval.test;+212 659374320;MA;Fes;2026-01-09T13:34:01Z;active;1;;;MARRAKECH;
CT-000325;Salma Bennani;mary.fassi.mar325@vg-eval.test;+212 670862481;MA;Oujda;2026-03-17T03:45:06Z;active;Y;;;MARRAKECH;
CT-000282;Youssef Bennani;daniel.achieng.mar282@vg-eval.test;+212 677751594;MA;Casablanca;2026-01-16T13:03:37Z;active;FALSE;;;MARRAKECH;
CT-000764;Youssef Tazi;joan.njenga.mar764@vg-eval.test;+212 602898972;MA;Tanger;2026-03-14T05:41:34Z;active;Y;;;MARRAKECH;
CT-000758;Youssef Haddad;victor.mwangi.kil21491@vg-eval.test;+212 628749219;MA;Tanger;2026-01-22T15:53:04Z;active;Y;;;MARRAKECH;
CT-000239;Layla Tazi;sarah.bennani.mar239@vg-eval.test;+212 688875424;MA;Tanger;2026-03-09T02:03:28Z;active;FALSE;;;MARRAKECH;
CT-000786;Salma Elidrissi;lerato.cheruiyot.mar786@vg-eval.test;+212 604528798;MA;Oujda;2026-02-27T00:25:54Z;active;Y;;;MARRAKECH;
CT-000619;Layla Tazi;peter.bennani.mar619@vg-eval.test;+212 668113777;MA;Fes;2026-03-29T01:52:31Z;active;TRUE;;;MARRAKECH;
CT-000592;Rachid Haddad;thandi.okoth.mar592@vg-eval.test;+212 633650623;MA;Rabat;2026-03-28T10:32:48Z;active;Y;;;MARRAKECH;
CT-000039;Layla Elidrissi;zanele.kimani.mar39@vg-eval.test;+212 662807776;MA;Agadir;2026-01-03T10:59:27Z;active;0;;;MARRAKECH;
CT-000015;Layla Bennani;brian.naidoo.kil28801@vg-eval.test;+212 686632925;MA;Casablanca;2026-01-16T03:54:58Z;active;1;;;MARRAKECH;
CT-000429;Youssef Bennani;nancy.dlamini.mar429@vg-eval.test;+212 681505254;MA;Meknes;2026-02-26T12:38:44Z;active;false;;;MARRAKECH;
CT-000771;Youssef Tazi;kevin.vermeulen.mar771@vg-eval.test;+212 601104670;MA;Oujda;2026-01-25T11:53:20Z;active;true;;;MARRAKECH;
CT-000269;Fatima Tazi;john.njenga.kil38471@vg-eval.test;+212 695297863;MA;Oujda;2026-02-16T08:49:50Z;active;Y;;;MARRAKECH;
CT-000113;Fatima Tazi;karim.mokoena.mar113@vg-eval.test;+212 695294560;MA;Oujda;2026-03-24T22:37:59Z;active;FALSE;;;MARRAKECH;
CT-000128;Rachid Bennani;david.pretorius.mar128@vg-eval.test;+212 605948582;MA;Meknes;2026-01-30T07:12:39Z;active;yes;;;MARRAKECH;
CT-000206;Youssef Tazi;ann.dlamini.kil66484@vg-eval.test;+212 600561878;MA;Meknes;2026-02-04T12:01:32Z;active;f;;;MARRAKECH;
CT-000824;Omar Tazi;zanele.okoth.kil59150@vg-eval.test;+212 627908807;MA;Rabat;2026-02-19T07:27:38Z;active;f;;;MARRAKECH;
CT-000720;Fatima Bennani;simon.nkosi.kil50608@vg-eval.test;+212 699207345;MA;Marrakech;2026-01-09T20:01:46Z;active;yes;;;MARRAKECH;
CT-000893;Layla Bennani;michael.wafula.mar893@vg-eval.test;+212 643216141;MA;Meknes;2026-02-17T18:44:28Z;active;FALSE;;;MARRAKECH;
CT-000201;Youssef Elidrissi;nadia.haddad@vg-eval.test;+212 665575006;MA;Agadir;2026-02-07T22:34:37Z;active;f;;;MARRAKECH;
CT-000843;Layla Bennani;nancy.dlamini.mar843@vg-eval.test;+212 690282457;MA;Meknes;2026-03-17T02:30:31Z;active;TRUE;;;MARRAKECH;
CT-000193;Layla Bennani;esther.bennani.mar193@vg-eval.test;+212 683459219;MA;Tanger;2026-01-31T21:58:11Z;active;Y;;;MARRAKECH;
CT-000666;Omar Bennani;joan.zahra.mar666@vg-eval.test;+212 670312836;MA;Marrakech;2026-04-07T19:12:08Z;active;Y;;;MARRAKECH;
CT-000425;Salma Haddad;victor.odhiambo.mar425@vg-eval.test;+212 617529062;MA;Rabat;2026-03-27T06:52:30Z;active;no;;;MARRAKECH;
CT-000363;Omar Zahra;zanele.njoroge.mar363@vg-eval.test;+212 687322231;MA;Marrakech;2026-02-04T22:23:35Z;active;true;;;MARRAKECH;
CT-000058;Omar Bennani;ruth.naidoo.kil8385@vg-eval.test;+212 615498462;MA;Oujda;2026-02-27T21:47:27Z;active;false;;;MARRAKECH;
CT-000418;Layla Haddad;amina.mutua.kil37689@vg-eval.test;+212 671709372;MA;Fes;2026-02-10T11:21:44Z;active;FALSE;;;MARRAKECH;
CT-000071;Omar Haddad;lucy.dlamini.mar71@vg-eval.test;+212 673998240;MA;Rabat;2026-03-01T13:17:32Z;active;true;;;MARRAKECH;
CT-000403;Layla Benali;mary.nkosi.mar403@vg-eval.test;+212 619073102;MA;Fes;2026-04-09T23:33:38Z;active;f;;;MARRAKECH;
CT-000551;Fatima Bennani;simon.nkosi.mar551@vg-eval.test;+212 624683983;MA;Fes;2026-02-09T04:26:52Z;active;1;;;MARRAKECH;
CT-000186;Layla Zahra;rose.nkosi.mar186@vg-eval.test;+212 655446632;MA;Agadir;2026-01-11T18:07:45Z;active;false;;;MARRAKECH;
CT-000042;Salma Zahra;lerato.vermeulen.mar42@vg-eval.test;+212 614488862;MA;Tanger;2026-04-01T01:11:03Z;active;FALSE;;;MARRAKECH;
CT-000765;Fatima Elidrissi;yassine.benali.mar765@vg-eval.test;+212 616772431;MA;Rabat;2026-01-17T00:55:09Z;active;yes;;;MARRAKECH;
CT-000033;Salma Bennani;karim.wafula.mar33@vg-eval.test;+212 689665557;MA;Casablanca;2026-02-05T15:19:32Z;active;true;;;MARRAKECH;
CT-000694;Salma Benali;caroline.vermeulen.mar694@vg-eval.test;+212 689427207;MA;Casablanca;2026-02-17T15:23:38Z;active;1;;;MARRAKECH;
CT-000686;Rachid Zahra;michael.cheruiyot.mar686@vg-eval.test;+212 657336813;MA;Agadir;2026-02-11T07:31:01Z;active;yes;;;MARRAKECH;
CT-000521;Layla Haddad;diana.pretorius.mar521@vg-eval.test;+212 628186414;MA;Rabat;2026-01-02T11:05:55Z;active;1;;;MARRAKECH;
CT-000732;Omar Tazi;isaac.nkosi.kil36606@vg-eval.test;+212 688318490;MA;Oujda;2026-02-12T12:43:38Z;active;1;;;MARRAKECH;
CT-000261;Salma Zahra;rachid.mokoena.mar261@vg-eval.test;+212 667837657;MA;Rabat;2026-03-02T23:30:20Z;active;1;;;MARRAKECH;
CT-000699;Layla Zahra;salma.berrada.mar699@vg-eval.test;+212 696243237;MA;Casablanca;2026-01-08T21:40:47Z;active;TRUE;;;MARRAKECH;
CT-000895;Omar Tazi;samuel.vermeulen.kil73920@vg-eval.test;+212 679355387;MA;Rabat;2026-01-18T01:52:03Z;active;FALSE;;;MARRAKECH;
